Asset ID	Quartex UniqueIdentifier	Quartex Name	Collection(s)	Published URL	Title	People and Organizations	Location	Approximate Date	Abstract	Description	Identifier	Language	Publisher	Date	Rights	Source	Subject	Format Genre	Format	Repository	Special Collections	University Archives	Time Span	Date Digital	Digitization Specifications	Original Handle	Rights Summary	Accessibility Feature	Accessibility Summary	Legacy Subjects	Related Agencies and Organizations
374630	ca0f6698-4332-4d81-bc1e-da15c088fcef	neal_personal_0066	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-gore-and-neal-lane-at-oath-ceremony/374630	Vice President Gore and Neal Lane at Oath Ceremony	"Lane, Joni|Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting Vice President Gore shaking hands with Neal Lane following the swearing-in of Lane as director of the Office of Science and Technology Policy (OSTP) following his confirmation by the U.S. Senate. Dr. Lane's wife, Joni Lane, stands in the middle."	neal_personal_0066		Rice University	19980804	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374631	e999050b-61eb-404f-962c-5ca6fa4a3dcc	neal_personal_0068	Neal Lane papers	digitalcollections.rice.edu/documents/detail/lane-family-with-vice-president-gore-at-oath-ceremony/374631	Lane Family with Vice President Gore at Oath Ceremony	"Lane, Joni|Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	Photograph depicting Vice President Gore with the family of Neal Lane (at right) at his oath ceremony where he was sworn in as director of the Office of Science and Technology Policy (OSTP). His wife stands first in the row and his mother stands third from left.	neal_personal_0068		Rice University	19980804	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374632	c092d3b6-d9d0-44a2-8a98-0e8f2919839a	neal_personal_0067	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-al-gore-delivers-remarks-at-oath-ceremony/374632	Vice President Al Gore Delivers Remarks at Oath Ceremony	"Colwell, Rita R., 1934-|Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting Vice President Gore delivering remarks at Neal Lane's oath ceremony, where he was sworn in as director of the Office of Science and Technology Policy (OSTP) following confirmation by the U.S. Senate. Rita Colwell, newly appointed director of the National Science Foundation (NSF), stands at the left side of the frame."	neal_personal_0067		Rice University	19980804	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374633	a9c42c6e-dd28-4039-8497-facbc888971b	neal_personal_0069	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-al-gore-with-dr.-neal-lane/374633	Vice President Al Gore with Dr. Neal Lane	"Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."	1998	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	Photograph depicting Neal Lane shaking hands with Vice President Gore.	neal_personal_0069		Rice University	1998	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374634	4dec4e7f-7499-43ed-a9b3-969960b5224f	neal_personal_0070	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-al-gore-with-dr.-neal-lane/374634	Vice President Al Gore with Dr. Neal Lane	"Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting Neal Lane conversing with Vice President Gore. The photograph is signed by Gore with the caption ""To my friend Neal Lane, with respect and many thanks."""	neal_personal_0070		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374635	7937432d-5553-4bbc-87b9-514e8ed7b101	neal_personal_0071	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-gore-with-neal-lane-and-chuck-vest/374635	Vice President Gore with Neal Lane and Chuck Vest	"Vest, Charles M.|Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting Vice President Al Gore conversing with Neal Lane and Charles Vest.The photograph is captioned and signed ""To Neal Lane with best wishes, Al Gore"""	neal_personal_0071		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374636	5058e9e8-20b4-4532-bbef-f595f7df32dd	neal_personal_0073	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-gore-at-aaas-meeting/374636	Vice President Gore at AAAS Meeting	"Colwell, Rita R., 1934-|Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. Vice President Al Gore waving to a crowd at the 1999 annual meeting of the American Association for the Advancement of Science (AAAS). He is applauded by Dr. Neal Lane (at right), director of the Office of Science and Technology Policy (OSTP), and Dr. Rita Colwell (center), director of the National Science Foundation (NSF)."	neal_personal_0073		Rice University	19990124	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374637	76b36c99-4877-4188-b4f1-36fca070df35	neal_personal_0072	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-bill-clinton-and-neal-lane/374637	President Bill Clinton and Neal Lane	"Lane, Neal F.|Clinton, Bill, 1946-"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	Photograph depicting U.S. President Bill Clinton shaking hands with Dr. Neal Lane.	neal_personal_0072		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374638	03c45f98-69d4-441a-940f-37202a88f4b6	neal_personal_0074	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-bill-clinton-with-neal-lane-and-rodney-slater/374638	President Bill Clinton with Neal Lane and Rodney Slater	"Slater, Rodney Earl, 1955-|Lane, Neal F.|Clinton, Bill, 1946-"	"Washington, D.C."	1999	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton shaking hands with Dr. Neal Lane in the Oval Office. Secretary of Transportation Rodney E. Slater stands between them. The photograph is captioned and signed ""To Neal with appreciation, Bill Clinton."""	neal_personal_0074		Rice University	1999	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374639	2154bb70-aff1-41ea-b38e-171c3491bc01	neal_personal_0075	Neal Lane papers	digitalcollections.rice.edu/documents/detail/janet-reno-with-neal-lane-sherwood-boehlert-and-duncan-moore/374639	"Janet Reno with Neal Lane, Sherwood Boehlert, and Duncan Moore"	"Moore, Duncan T.|Reno, Janet, 1938-2016|Lane, Neal F.|Boehlert, Sherwood L. (Sherwood Louis), 1936-2021"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Group photograph depicting, from left to right: Duncan T. Moore of the Office of Science and Technology Policy (OSTP); House Representative Sherwood Boehlert; Attorney General Janet Reno, and Neal Lane, director of OSTP. The photograph is captioned and signed ""To Neal Lane Justice for all, Janet Reno."""	neal_personal_0075		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374640	e550f463-31cb-4a55-8410-48f52c140ba0	neal_personal_0077	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-and-neal-lane-in-the-oval-office/374640	President Clinton and Neal Lane in the Oval Office	"Lane, Neal F.|Clinton, Bill, 1946-"	"Washington, D.C."	1999	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton conversing with Dr. Neal Lane in the Oval Office. The photograph is captioned and signed ""To Neal Lane with appreciation, Bill Clinton."""	neal_personal_0077		Rice University	1999	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374641	b63ca93c-f781-42c5-9aeb-46718f0b8adf	neal_personal_0088	Neal Lane papers	digitalcollections.rice.edu/documents/detail/gordon-moore-speaking-at-caltech/374641	Gordon Moore Speaking at Caltech	"Moore, Gordon E., 1929-2023|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting Gordon Moore, co-founder of Intel Corporation, at a podium introducing U.S. President Bill Clinton, at ""Investing in Science & Technology For a Strong America,"" a Science and Technology event held at the California Institute of Technology (Caltech) on January 21, 2000. The president is seated behind the podium on a chair; to his left sits David Baltimore, president of Caltech."	neal_personal_0088		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374642	6136db3c-c4d0-4c2c-85ab-44adf55be2ed	neal_personal_0089	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-speaking-at-caltech/374642	President Clinton Speaking at Caltech	"Moore, Gordon E., 1929-2023|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton speaking from the podium at ""Investing in Science and Technology For a Strong America,"" a Science and Technology event held at the California Institute of Technology (Caltech) on January 21, 2000. Seated behind the president are Gordon Moore, co-founder of Intel Corporation, and David Baltimore, president of Caltech."	neal_personal_0089		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374643	b0a41bc3-c7d7-4b13-a897-33685321a34a	neal_personal_0079	Neal Lane papers	digitalcollections.rice.edu/documents/detail/vice-president-gore-and-neal-lane/374643	Vice President Gore and Neal Lane	"Gore, Al, 1948-|Lane, Neal F."	"Washington, D.C."	1995	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. Vice President Al Gore shaking hands with Dr. Neal Lane. The photograph is captioned and signed ""To Neal Lane with best wishes, Al Gore."""	neal_personal_0079		Rice University	1995	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		1990s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374644	5b1e8d98-1c6c-4f09-91bb-99b4d46168a4	neal_personal_0090	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-speaking-at-caltech/374644	President Clinton Speaking at Caltech	"Moore, Gordon E., 1929-2023|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton speaking from the podium at ""Investing in Science and Technology For a Strong America,"" a Science and Technology event held at the California Institute of Technology (Caltech) on January 21, 2000. Seated behind the president are Gordon Moore, co-founder of Intel Corporation, and David Baltimore, president of Caltech."	neal_personal_0090		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374645	7040aee7-59c4-49ce-8ed0-3e74d8b773d9	neal_personal_0091	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-bill-clinton-shaking-hands-with-david-baltimore/374645	President Bill Clinton Shaking Hands with David Baltimore	"Moore, Gordon E., 1929-2023|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton shaking hands with David Baltimore, president of the California Institute of Technology (Caltech), following Clinton's speech given at ""Investing in Science and Technology For a Strong America,"" a Science and Technology event held at Caltech on January 21, 2000. Gordon Moore, co-founder of Intel Corporation, applauds President Clinton from Baltimore's right."	neal_personal_0091		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374646	bb312325-dd90-4a79-b4c2-633e5c6101c1	neal_personal_0092	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-bill-clinton-shaking-hands-with-gordon-moore/374646	President Bill Clinton Shaking Hands with Gordon Moore	"Moore, Gordon E., 1929-2023|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton shaking hands with Gordon Moore, co-founder of Intel Corporation, following Clinton's speech given at ""Investing in Science and Technology For a Strong America,"" a Science and Technology event held at the California Institute of Technology (Caltech) on January 21, 2000. David Baltimore, president of Caltech, applauds Clinton to his right (partially obscured)."	neal_personal_0092		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374647	ba28611d-362e-4fe3-a1f6-3ab4f82ddba2	neal_personal_0093	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-inspects-golf-club/374647	President Clinton Inspects Golf Club	"Moore, Gordon E., 1929-2023|Colwell, Rita R., 1934-|Huang, Alice S.|Lane, Neal F.|Baltimore, David L., 1938-|Clinton, Bill, 1946-"	California		"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton inspecting a new kind of golf driver club following his speech given at ""Investing in Science and Technology For a Strong America,"" a Science and Technology event held at the California Institute of Technology (Caltech) on January 21, 2000. A group of people look on, comprising, from left to right, Rita Colwell, director of the National Science Foundation (NSF); Neal Lane, director of the Office of Science and Technology Policy (OSTP); Gordon Moore, co-founder of Intel Corporation; Alice S. Huang, biologist and wife of David Baltimore; and David Baltimore, President of Caltech."	neal_personal_0093		Rice University	20000121	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374648	f8f8e9d3-378d-4f8a-ae67-17f55929adf3	neal_personal_0094	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-and-neal-lane/374648	President Clinton and Neal Lane	"Lane, Neal F.|Clinton, Bill, 1946-"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	Photograph depicting U.S. President Bill Clinton speaking with Dr. Neal Lane in the Oval Office.	neal_personal_0094		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374649	a421100b-9c2e-4e8c-bd6a-ebbcf7f78d8d	neal_personal_0095	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-with-dr.-neal-lane-in-the-red-room/374649	President Clinton with Dr. Neal Lane in the Red Room	"Podesta, John|Lane, Neal F.|Clinton, Bill, 1946-"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton and Dr. Neal Lane discussing documents in the White House's Red Room. John Podesta, White House Chief of Staff, stands behind Clinton to his right."	neal_personal_0095		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374650	41ffabf3-4591-4506-8961-a2d6cdd6e673	neal_personal_0096	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-shaking-hands-with-joni-lane/374650	President Clinton Shaking Hands with Joni Lane	"Lane, Joni|Colwell, Rita R., 1934-|Clinton, Bill, 1946-"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton shaking hands with Joni Lane, wife of Dr. Neal Lane. Rita Colwell, director of the National Science Foundation (NSF), stands between them. The photograph is captioned and signed ""To Joni best wishes, Bill Clinton."""	neal_personal_0096		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
374651	9ffae993-2e11-498f-8477-66307a9c05f7	neal_personal_0097	Neal Lane papers	digitalcollections.rice.edu/documents/detail/president-clinton-with-neal-lane-and-william-daley/374651	President Clinton with Neal Lane and William Daley	"Lane, Neal F.|Clinton, Bill, 1946-|Daley, William M., 1948-"	"Washington, D.C."	2000	"Funding for the digitization of this material was provided by the National Science Foundation grant SMA SBE 1854055, the Richard Lounsbery Foundation, and Humanities Texas."	"Photograph depicting U.S. President Bill Clinton with Dr. Neal Lane and William M. Daley, U.S. Secretary of Commerce, in the Oval Office."	neal_personal_0097		Rice University	2000	"The copyright holder for this material has granted Rice University permission to share this material online. It is being made available for non-profit educational use. Permission to examine physical and digital collection items does not imply permission for publication. Fondren Library�s Woodson Research Center / Special Collections has made these materials available for use in research, teaching, and private study. Any uses beyond the spirit of Fair Use require permission from owners of rights, heir(s) or assigns. See http://library.rice.edu/guides/publishing-wrc-materials"	Neal Lane private collection	Politics and government	photographs	Image	Special Collections	White House Scientists Archive		2000s	2021	"This asset was digitized either in-house or by a vendor. It should have a high quality master tiff, wav, or mp4."		Restricted				
